"old.code","new.code","type.org","broad.category","major.group","univ","hosp","two.digit","further.category","division.subdivision","broad.category.description","major.group.description","code.name","division.subdivision.description","keywords","further.category.desciption"
"E62","RG-HEL-E62","RG","HEL","E",FALSE,FALSE,"62","","62","Health, Non-Hospital","Health Care, Non-Hospital","Emergency Medical Services & Transport","Organizations that provide pre-hospital emergency medical care and rapid transportation to health care facilities.
","Advanced Life Support, Ambulance, Ambulance Transport, Basic Life Support,, Emergency Medical Air Transport, Emergency Medical Care, Emergency Medical Services, Emergency Medical Technicians, Emergency Medical Transport, Emergency Medical Vehicle, EMS, EMT, First Aid Squads, First Responders, Life Squad, Lifelines, Mercy Flights, Rescue Squads, Trauma Care, Trauma Systems"," "
"E65","RG-HEL-E65","RG","HEL","E",FALSE,FALSE,"65","","65","Health, Non-Hospital","Health Care, Non-Hospital","Organ & Tissue Banks","Organizations that accept donated hearts, kidneys, livers, skin and other organs and tissue for use in transplant operations.","Anatomical Gifts, Body Donations, Bone Banks, Bone Marrow Donations, Ear Banks, Eye Banks, Organ Banks, Organ Donations, Tissue Banks, Tissue Donations"," "
"E6A","RG-HEL-E6A","RG","HEL","E",FALSE,FALSE,"6A","","6A","Health, Non-Hospital","Health Care, Non-Hospital",NA,NA,NA," "
"E70","RG-HEL-E70","RG","HEL","E",FALSE,FALSE,"70","","70","Health, Non-Hospital","Health Care, Non-Hospital","Public Health","Organizations that inform the public of health and safety hazards and measures for furthering the early detection, treatment or rehabilitation of people who have an illness, injury or disability.","Biohazards Research, Biostatistics, Centers for Disease Control, Childhood Immunizations, Communicable Diseases Control and Prevention, Community Health Promotion, Community Wellness, Disease Outbreaks, Diseases Control and Prevention, Employee Health, Environmental Health Hazards, Environmental Health, Environmental Medicine, Environmental Toxicology, Epidemiology, Ergonomics, Flu Shots, Foreign Travel Shots, Health Biostatistics, Health Fairs, Health Maintenance, Health Promotion, Health Screening, Immunizations, Industrial Hygiene, Industrial Medicine, Industrial Safety, Inoculations, International Health, International Public Health, Mass Health Screening, Medical Biostatistics, National Health, National Institutes of Health, Occupation Health Promotion, Occupational Health and Safety, Occupational Safety, Preventive Health, Public Health Medicine, Sexually Transmitted  Disease Control, Prevention, Surgeon General, Vaccinations, Venereal Disease Control, Prevention, Virology, Wellness, Worker Health, Workplace Health Promotion, Workplace Safety, Workplace Wellness, Worksite Wellness, World Health"," "
"E80","RG-HEL-E80","RG","HEL","E",FALSE,FALSE,"80","","80","Health, Non-Hospital","Health Care, Non-Hospital","Health (General & Financing)","Organizations that are concerned primarily with one or more aspects of health financing or that provide services which relate to health care in general.","Advance Care Planning, Advance Directives Planning, Advance Health Care Planning, Advance Medical Planning, Black Lung Benefits Trust, End of life Care Planning, End of life Planning, End-of-life Care Planning, End-of-life Planning, AIDS Drug Assistance, Black Lung Benefit Trusts, Health Care Cost Containment, Bioethics, Health Care Costs, Health Care Economics, Health Care Fees & Charges, Health Care Financing, Health Insurance, Health Insurance Counseling, Health Insurance Premium Assistance, HMO Financing, Hospital Bill Assistance, Medical Bioethics, Medical Care Costs, Medical Ethics, Medical Expense Assistance, Medical Sociology, Medicare Counseling, Medigap Insurance Counseling, Medication Expense Assistance, Patient Care Planning, Patient Services, Prepaid Health Care, Prescription Drug Costs, Prescription Expense Assistance, Ryan White Consortium, State-Sponsored High-Risk Health Coverage, Treatment Costs, Terminal Care Planning"," "
"E86","RG-HEL-E86","RG","HEL","E",FALSE,FALSE,"86","","86","Health, Non-Hospital","Health Care, Non-Hospital","Patient & Family Support","Organizations that provide support services to patients and their families.  Programs can include social and recreational activities for people who are recovering from surgery or a serious illnesses; supportive services for children who are ill and for their families which enable family members to remain with a child who is hospitalized; family and sibling support groups, and programs which attempt to make a gravely or terminally ill childs final days, weeks and months more pleasant. (rev. 9/2005)","Caregiver Support, Caregiver Training, Cancer Lodges, Health Care Counseling, Health Resocialization, Hostels, Hospital Lodges, Hospitality Houses, Make-a-Wish, Medical Apartments, Medical Treatment Lodges, Patient Entertainment, Patient Housing, Patient/ Family Housing, Patient/Family Enrichment, Patient Recreation, Patient Services Counseling, Ronald McDonald Houses, Wish Foundations"," "
"E90","RG-HEL-E90","RG","HEL","E",FALSE,FALSE,"90","","90","Health, Non-Hospital","Health Care, Non-Hospital","Nursing","Organizations that provide nursing care on an inpatient or home-care basis for people who need continuous care but are not in an acute phase of their illness. Use this code for organizations that provide nursing services that are not specified below.",""," "
"E91","RG-HEL-E91","RG","HEL","E",FALSE,FALSE,"91","","91","Health, Non-Hospital","Health Care, Non-Hospital","Nursing Facilities","Inpatient facilities, also known as convalescent hospitals and nursing homes, that provide skilled nursing and personal care over an extended period of time for people who are no longer in an acute phase of their illness.","Adult Family Care Homes, Alzheimers Homes, Chronic Care Homes, Convalescent Facilities, Convalescent Hospitals, Extended Care Facilities, Geriatric Centers, Homes for Aging, Intermediate Care Facilities, Long Term Care Facilities, Long Term Custodial Care, Long-Term Care Facilities, Long-Term Custodial Care, Nursing Care, Nursing Home Facilities, Nursing Homes, Rest Homes, Skilled Nursing Facilities"," "
"E92","RG-HEL-E92","RG","HEL","E",FALSE,FALSE,"92","","92","Health, Non-Hospital","Health Care, Non-Hospital","Home Health Care","Visiting nurse associations and other similar organizations that provide skilled nursing care and related health services on a home care basis for recently discharged hospital patients, and elderly or disabled individuals who may otherwise be institutionalized.","Geriatric Home Nursing, Home Infusion Therapy, Home Care Services, Home Infusion Therapy, Home Nursing Care, Medical/Surgical Home Nursing, Oncology Home Nursing, Pediatric Home Nursing, Private Duty Nursing, Psychiatric Home Nursing, Registered Home Nursing, Rehabilitation Home Nursing, Restorative Home Nursing, Visiting Doctors, Visiting Nurses, Visiting Physicians"," "
"E99","RG-HEL-E99","RG","HEL","E",FALSE,FALSE,"99","","99","Health, Non-Hospital","Health Care, Non-Hospital","Health Care N.E.C.","Use this code for organizations that clearly provide medical care services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",""," "
"F01","AA-HEL-F00","AA","HEL","F",FALSE,FALSE,"01","","00","Health, Non-Hospital","Mental Health & Crisis Intervention","Alliances & Advocacy","Alliance/Advocacy Organizations","Lobbying, Mental Health Alliances, Mental Health Coalitions, Public Awareness"," "
"F0120","AA-HEL-F20","AA","HEL","F",FALSE,FALSE,"01","20","20","Health, Non-Hospital","Mental Health & Crisis Intervention",NA,"Alliance/Advocacy Organizations",NA,"Providing support to organizations that provide preventive, diagnostic and inpatient, outpatient and residential treatment services as well as transitional support for people who have a physical and/or psychological dependency on alcohol and/or drugs. Use this code for organizations that provide both substance abuse prevention and treatment services."
"F0121","AA-HEL-F21","AA","HEL","F",FALSE,FALSE,"01","21","21","Health, Non-Hospital","Mental Health & Crisis Intervention",NA,"Alliance/Advocacy Organizations",NA,"Providing support to organizations that provide substance abuse education programs for people who are at risk for substance abuse in an effort to prevent their involvement with drugs and/or alcohol."
"F0132","AA-HEL-F32","AA","HEL","F",FALSE,FALSE,"01","32","32","Health, Non-Hospital","Mental Health & Crisis Intervention",NA,"Alliance/Advocacy Organizations",NA,"Providing support to neighborhood-based organizations that offer counseling, medication and other mental health services for people who have acute or chronic mental or emotional disturbances."
"F0133","AA-HEL-F33","AA","HEL","F",FALSE,FALSE,"01","33","33","Health, Non-Hospital","Mental Health & Crisis Intervention",NA,"Alliance/Advocacy Organizations",NA,"Providing support to organizations that provide a therapeutic living environment in community-based facilities for adults or children with emotional and/or behavioral problems who require a structured, supervised treatment program which may include individual, group, family and other treatment modalities as appropriate."
"F0142","AA-HEL-F42","AA","HEL","F",FALSE,FALSE,"01","42","42","Health, Non-Hospital","Mental Health & Crisis Intervention",NA,"Alliance/Advocacy Organizations",NA,"Providing support to organizations that provide telephone crisis intervention services or crisis, short-term and/or ongoing in-person counseling for people who have been sexually assaulted."
